31,Name,Part number,Drawing In Progress,File Sent  APPROVED!! (Ready To Manufacture),Link,Manufactured,Material,Mass,Vendor,Part Quantity,Order Quantity,Bought,Order Date,
109,Billet Tube Pivot Block(No drawing on onshape),1538-25-P-0602,FALSE,TRUE,,FALSE,Aluminum - 6061,0.759 lb,,2,,FALSE,,
108,Pivot Shaft,1538-25-P-0601,FALSE,TRUE,https://cad.onshape.com/documents/ba27aa6447ec4c873f8374b3/w/56c913982d8cb3d04621cf5a/e/c0ad1db416a8da109fe76208,TRUE,Steel,0.778 lb,,1,,FALSE,,
239,Arm Plate,1538-25-P-0518,FALSE,FALSE,,TRUE,Polycarbonate,0.108 lb,,4,,FALSE,,
270,Claw Back PC Plate,1538-25-P-0517,FALSE,FALSE,,TRUE,Polycarbonate,0.077 lb,,1,,FALSE,,
265,Claw Pivot Shaft,1538-25-P-0516,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/0a1d60b76271f3aad4c52d6a,FALSE,Aluminum - 7075,0.057 lb,,1,,FALSE,,
263,Random Claw Standoff,1538-25-P-0515,FALSE,TRUE,https://cad.onshape.com/documents/145c42b3f0c8c6b072396609/w/b63224c75e347128ee2d9b59/e/ecd9cc4dbd1de3708eacf575,FALSE,Delrin,0.01 lb,,1,,FALSE,,
264,Random Claw Standoff,1538-25-P-0514,FALSE,TRUE,https://cad.onshape.com/documents/145c42b3f0c8c6b072396609/w/b63224c75e347128ee2d9b59/e/87461c5ca087442a7cf8d103,FALSE,Delrin,0.033 lb,,1,,FALSE,1/29/25,
268,Dougnut,1538-25-P-0513,FALSE,FALSE,,TRUE,Polycarbonate,0.018 lb,,1,,FALSE,,
261,Long Random Claw Standoff,1538-25-P-0512,FALSE,TRUE,https://cad.onshape.com/documents/145c42b3f0c8c6b072396609/w/b63224c75e347128ee2d9b59/e/aa18022e7d49ee978a3814f4,TRUE,Aluminum - 6061,0.07 lb,,4,,FALSE,,
256,Pully Cover Plate,1538-25-P-0511,FALSE,FALSE,,TRUE,Polycarbonate,0.112 lb,,1,,FALSE,,
255,Short Claw Pully Guard Standoff 2,1538-25-P-0510,FALSE,FALSE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/308c3d54ffa4f0d6169108de,TRUE,Aluminum - 6061,0.007 lb,,2,,FALSE,,
254,Short Claw Pully Guard Standoff,1538-25-P-0509,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/6cb4cf24137daa639aba4c4e,TRUE,Aluminum - 6061,0.007 lb,,3,,FALSE,,
251,Short Claw Standoff,1538-25-P-0508,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/9dce6185e329153c0ba998d4,FALSE,Aluminum - 6061,0.01 lb,,1,,FALSE,,
249,"1/2"" ThunderHex (1.913 in)",1538-25-P-0507,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/ee0a7b9b73988453bcb9b36a,FALSE,Aluminum - 7075,0.038 lb,,2,,FALSE,,
247,"1/2"" ThunderHex (7.068 in)",1538-25-P-0506,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/181bce2cdfc6909a9a42211a,FALSE,Aluminum - 7075,0.133 lb,,2,,FALSE,,
245,Claw Standoff,1538-25-P-0505,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/a72cbacd6d63cdcc7cc5a0cf,FALSE,Aluminum - 6061,0.033 lb,,1,,FALSE,1/29/25,
242,"1/2"" ThunderHex (5.269 in)",1538-25-P-0504,FALSE,TRUE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/f28d8d04d77c5e473b246995,FALSE,Aluminum - 7075,0.1 lb,,2,,FALSE,,
241,Wrist Plate,1538-25-P-0503,FALSE,FALSE,,TRUE,Polycarbonate,0.095 lb,,2,,FALSE,,
240,Wrist Plate Block,1538-25-P-0502,FALSE,FALSE,https://cad.onshape.com/documents/aff63309f149caeb2a1bc998/w/2c7b5f31f501d94ac6ff1b5a/e/6fb86ca4c92b56146d64d179,TRUE,Acetal (Delrin),0.048 lb,,2,,FALSE,,
244,Top Plate,1538-25-P-0501,FALSE,FALSE,,TRUE,Polycarbonate,0.26 lb,,2,,FALSE,,
182,Wrist Part Flat Standoff,1538-25-P-0416,FALSE,TRUE,0400 - Claw Gearbox | Drawing 1,FALSE,Aluminum - 6061,0.014 lb,,1,,FALSE,,
183,Wrist Small Plate(No drawing on onshape),1538-25-P-0415,FALSE,TRUE,,FALSE,Aluminum - 6061,0.074 lb,,1,,FALSE,,
185,Wrist Small Gearbox,1538-25-P-0414,FALSE,FALSE,https://cad.onshape.com/documents/e5175ace5bc1d69001e228a9/w/c54badccc5ba687fb05548a9/e/2528a07eeff3f37781950562,TRUE,Aluminum - 6061,0.006 lb,,4,,FALSE,,
186,28t Gear Cover,1538-25-P-0413,FALSE,FALSE,,TRUE,Polycarbonate,0.043 lb,,1,,FALSE,,
191,"1/2"" ThunderHex (3.96 in)",1538-25-P-0412,FALSE,TRUE,https://cad.onshape.com/documents/e5175ace5bc1d69001e228a9/w/c54badccc5ba687fb05548a9/e/e7b91f61a118381f97c6c49a,FALSE,Aluminum - 7075,0.076 lb,,2,,FALSE,,
190,"1/2"" ThunderHex (1.651 in)",1538-25-P-0411,FALSE,TRUE,https://cad.onshape.com/documents/e5175ace5bc1d69001e228a9/w/c54badccc5ba687fb05548a9/e/43d0b74169447af22a8f11e0,TRUE,Aluminum - 7075,0.034 lb,,1,,FALSE,,
187,Wrist Medium Plate,1538-25-P-0410,FALSE,TRUE,,TRUE,Aluminum - 6061,0.13 lb,,1,,FALSE,,
188,Wrist Medium Standoff,1538-25-P-0409,FALSE,TRUE,https://cad.onshape.com/documents/e5175ace5bc1d69001e228a9/w/c54badccc5ba687fb05548a9/e/79e649b4ff4c0be9ca8a54c6,TRUE,Aluminum - 6061,0.009 lb,,2,,FALSE,,
192,Tapped Part Flat Standoff,1538-25-P-0408,FALSE,FALSE,0400 - Claw Gearbox | Tapped Part Flat Standoff Drawing 1,TRUE,Aluminum - 6061,0.016 lb,,1,,FALSE,,
194,Main Standoff,1538-25-P-0407,FALSE,TRUE,https://cad.onshape.com/documents/e5175ace5bc1d69001e228a9/w/c54badccc5ba687fb05548a9/e/86f244bb4963e9469e99961e,TRUE,Aluminum - 6061,0.012 lb,,2,,FALSE,,
199,IGUS Mount,1538-25-P-0406,FALSE,FALSE,,TRUE,Nylon ,0.08 lb,,1,,FALSE,,
200,Hardstop Catch Block,1538-25-P-0405,FALSE,FALSE,,TRUE,Acetal (Delrin),0 lb,,1,,FALSE,,Printed
201,Hardstop Catch Sheet Bent,1538-25-P-0404,FALSE,FALSE,,TRUE,Polycarbonate,0.077 lb,,1,,FALSE,,Printed
204,Hardstop Catch Support Plate,1538-25-P-0403,FALSE,FALSE,,TRUE,Polycarbonate,0.048 lb,,1,,FALSE,,
205,Wire Tube,1538-25-P-0402,FALSE,TRUE,https://cad.onshape.com/documents/e5175ace5bc1d69001e228a9/w/c54badccc5ba687fb05548a9/e/2eb9c5163922390efb146641,FALSE,Acetal (Delrin),0.041 lb,,1,,FALSE,,
197,Main Wrist Plate,1538-25-P-0401,FALSE,TRUE,,TRUE,Aluminum - 6061,0.191 lb,,1,,FALSE,,
156,Gearbox Standoff,1538-25-P-0327,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/a56a40540647c72b40378bca,FALSE,Aluminum - 7075,0.117 lb,West Coast Products,1,,FALSE,,
126,Small Hardstop,1538-25-P-0326,FALSE,FALSE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/87ccc430e20f31779e103228,TRUE,Nylon ,0.006 lb,,2,,FALSE,,
125,Large Hardstop,1538-25-P-0325,FALSE,FALSE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/74fd65c6cdf4aad6f834950d,TRUE,Nylon ,0.008 lb,,2,,FALSE,,
129,Small Telescope Pully,1538-25-P-0324,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/45a0a82d8d287492f504b2e7,FALSE,Acetal (Delrin),0.012 lb,,1,,FALSE,,
127,Large Telescope Pully,1538-25-P-0322,FALSE,TRUE,0300 - Telescope | Large Telescope Pully Drawing 3,FALSE,Acetal (Delrin),0.028 lb,,1,,FALSE,1/29/25,
133,Two Size Spool,1538-25-P-0321,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/772ff2f720b799a1678274b2/e/0604118d45d7d017730a56af,FALSE,Acetal (Delrin),0.268 lb,,1,,FALSE,,
155,Wire PC Thing(DON'T DO),1538-25-P-0320,FALSE,FALSE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/dee6730b950613af992b935f,FALSE,Polycarbonate,0.017 lb,,1,,FALSE,,
165,Long Pivot Spacer,1538-25-P-0319,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/8facca2011f1138958a18c6d,FALSE,Nylon ,0.008 lb,,1,,FALSE,,
163,Sleeve,1538-25-P-0318,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/732b81f39bb5dbbf60f17d04,FALSE,Nylon ,0.01 lb,,1,,FALSE,,
157,Pivot Spacer,1538-25-P-0317,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/ca427cf2ea8fa6773f90b3ff,FALSE,Nylon ,0.005 lb,,1,,FALSE,,
153,Harold,1538-25-P-0316,FALSE,FALSE,,FALSE,Polycarbonate,0.05 lb,,1,,FALSE,,
143,Motor Standoff,1538-25-P-0315,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/b04f40e340aed92a8badb691,FALSE,Aluminum - 6061,0.005 lb,,4,,FALSE,,
140,Gearbox Standoff,1538-25-P-0314,FALSE,TRUE,0300 - Telescope | Gearbox Standoff Drawing 1,TRUE,Aluminum - 6061,0.029 lb,,4,,FALSE,,
132,Gearbox Shaft,1538-25-P-0313,FALSE,TRUE,0300 - Telescope | Gearbox Shaft Drawing 1,TRUE,7075 Aluminum,0.07 lb,,2,,FALSE,,
139,Custom Nutstrip,1538-25-P-0312,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/b924f1574dd0e9a27c4f481e,FALSE,Acetal (Delrin),0.028 lb,,2,,FALSE,,
131,No Motor Gearbox Plate,1538-25-P-0311,FALSE,TRUE,,TRUE,Aluminum - 6061,0.26 lb,,1,,TRUE,,
130,Motor Gearbox Plate,1538-25-P-0310,FALSE,TRUE,,TRUE,Aluminum - 6061,0.323 lb,,1,,FALSE,1/29/25,
123,Stationary Stage,1538-25-P-0309,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/273df0bfb81833c40d9b8979,FALSE,Aluminum - 6061,1.651 lb,,1,,FALSE,,
137,Pivot Shaft,1538-25-P-0309,FALSE,TRUE,0300 - Telescope | Pivot Shaft,FALSE,Aluminum - 7075,0.091 lb,,1,,FALSE,,
138,Pivot C-Block(No drawing on onshape),1538-25-P-0308,FALSE,TRUE,,FALSE,Aluminum - 7075,0.34 lb,,1,,FALSE,,
136,Pivot Standoff,1538-25-P-0307,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/5e5ed2b652989a766caf89b1,FALSE,Aluminum - 6061,0.013 lb,,4,,FALSE,,
134,Encoder Pivot Shaft,1538-25-P-0306,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/47bb97b5fae0fc2eca12bcaf,FALSE,Aluminum - 7075,0.088 lb,,1,,FALSE,,
135,Sprocket Pivot C-Block(No drawing on onshape),1538-25-P-0305,FALSE,TRUE,,FALSE,Aluminum - 7075,0.492 lb,,1,,FALSE,,
120,Last Stage,1538-25-P-0304,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/a60056c5073c1184d1796771,TRUE,Aluminum - 6061,0.998 lb,,1,,FALSE,,
128,Medium Telescope Pully,1538-25-P-0303,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/70a3672ce5cc7a56d1b851b1,TRUE,Acetal (Delrin),0.02 lb,,1,,FALSE,1/29/25,
121,Second Stage,1538-25-P-0303,FALSE,TRUE,https://cad.onshape.com/documents/0c7706b60b3b0b9913458f28/w/dd6b5dc7039e065922c660c9/e/0973d1a41b13885d99b2e1c1,TRUE,Aluminum - 6061,0.768 lb,,1,,FALSE,1/29/25,
122,First Stage,1538-25-P-0302,FALSE,TRUE,0300 - Telescope | First Stage Drawing 1,FALSE,Aluminum - 6061,1.578 lb,,1,,FALSE,,
77,Algae Mount Tube,1538-25-P-0219,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/51df5bf0c653dafb44eb6da2,FALSE,Aluminum - 6061,0.25 lb,,2,,FALSE,,
75,No-climb Halo Block,1538-25-P-0218,TRUE,FALSE,,FALSE,Acetal (Delrin),0.057 lb,,1,,FALSE,,
74,No-climb Halo Plate,1538-25-P-0217,FALSE,TRUE,,TRUE,Aluminum - 6061,0.18 lb,,1,,TRUE,1/29/25,
73,No-climb Halo Cuttout Plate,1538-25-P-0216,FALSE,TRUE,,TRUE,Aluminum - 6061,0.16 lb,,1,,FALSE,,
72,Pivot C-Block(No drawing on onshape),1538-25-P-0215,FALSE,TRUE,,FALSE,Acetal (Delrin),0.059 lb,,1,,FALSE,,
79,Climber Pivot Plate,1538-25-P-0214,FALSE,TRUE,,TRUE,Aluminum - 6061,0.822 lb,,1,,FALSE,,
70,Hole Climber Pivot Plate,1538-25-P-0213,FALSE,TRUE,,TRUE,Aluminum - 6061,0.795 lb,,1,,FALSE,,
69,"1/2"" Hex (2.097 in)",1538-25-P-0212,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/ae512968bca354d52e847d62,FALSE,Steel,0.137 lb,,1,,FALSE,,
67,"1/2"" ThunderHex (1.656 in)",1538-25-P-0211,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/11da2d3ac43b53d0549ab2e0,TRUE,7075 Aluminum,0.034 lb,,1,,FALSE,,
65,O Block(Plz export mine isnt working),1538-25-P-0208,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/83764f86cbd57e7867d97260,FALSE,Aluminum - 6061,0.2 lb,,2,,TRUE,,
64,Foot,1538-25-P-0207,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/1dcd216ef4b7757467bdfcd7,TRUE,Aluminum - 6061,0.114 lb,,4,,FALSE,1/29/25,
71,Top Gusset,1538-25-P-0206,FALSE,TRUE,,TRUE,Aluminum - 6061,0.164 lb,,4,,TRUE,,
68,Gearbox Plate,1538-25-P-0205,FALSE,TRUE,,TRUE,Aluminum - 6061,0.499 lb,,1,,FALSE,,
76,"Tube 2""x1""x17.479""",1538-25-P-0205,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/946dba7fc425305ba157157d,FALSE,Aluminum - 6061,0.801 lb,,1,,FALSE,,
63,"Climber Pivot Tube 2""x1""x19.94""",1538-25-P-0204,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/12f3555fcbab5b8915d0b4d9,TRUE,Aluminum - 6061,1.119 lb,,1,,FALSE,,
66,Threaded Gearbox Plate,1538-25-P-0204,FALSE,TRUE,,TRUE,Aluminum - 6061,0.499 lb,,1,,FALSE,,
62,"Support Tube 2""x1""x18.026""",1538-25-P-0203,FALSE,TRUE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/9fdce0d03fd83b73c91f227c,FALSE,Aluminum - 6061,0.837 lb,,1,,FALSE,,
61,"Pivot Gearbox Tube 2""x1""x19.94""",1538-25-P-0202,TRUE,FALSE,https://cad.onshape.com/documents/e768ed5a226802b502389aac/w/e18f4a708b720d93196888a6/e/06269548b8295f413bb52991,FALSE,Aluminum - 6061,1.048 lb,,1,,FALSE,,
103,Encoder Mount,1538-25-P-0122,FALSE,TRUE,,FALSE,3D Printed ONYX,0.005 lb,,1,,FALSE,,
106,Back Cover,1538-25-P-0121,FALSE,FALSE,,FALSE,3D Printed ONYX,0.032 lb,,1,,FALSE,,
19,Tube Nut Tube,1538-25-P-0120,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/1c30615d3e480c7d5ffeb521,FALSE,Aluminum - 6061,0.029 lb,,1,,FALSE,,
18,Drive Rail .5 Spacer,1538-25-P-0119,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/1d93b46026a18432b776d95e,TRUE,Aluminum - 6061,0.012 lb,,6,,FALSE,,
17,Tube Plug,1538-25-P-0118,FALSE,TRUE,0100 - Drive Base | Tube Plug,FALSE,Acetal (Delrin),0.048 lb,,2,,FALSE,,
14,Spool,1538-25-P-0117,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/1f807f8064bd526e3d982569,FALSE,Aluminum - 6061,0.206 lb,,1,,FALSE,,
13,"1/2"" Hex (8.625 in)",1538-25-P-0116,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/175d27986d6b47d6226b6328,FALSE,7075 Aluminum,0.193 lb,,1,,FALSE,,
12,T Gusset,1538-25-P-0115,FALSE,TRUE,,TRUE,Aluminum - 6061,0.069 lb,,2,,TRUE,,
11,Spring Pully Shaft,1538-25-P-0114,FALSE,TRUE,0100 - Drive Base | Spring Pully Shaft,TRUE,Aluminum - 7075,0.168 lb,,1,,FALSE,,
9,Non-Climb Side Side Gusset,1538-25-P-0113,FALSE,TRUE,,TRUE,Aluminum - 6061,0.04 lb,,1,,TRUE,,
8,Triangle Gusset,1538-25-P-0112,FALSE,TRUE,,TRUE,Aluminum - 6061,0.089 lb,,3,,TRUE,,
7,L Gusset,1538-25-P-0111,FALSE,TRUE,,TRUE,Aluminum - 6061,0.07 lb,,1,,TRUE,,
16,Gusset Clearance Climber Plate,1538-25-P-0110,FALSE,TRUE,,TRUE,Aluminum - 6061,0.627 lb,,1,,FALSE,,
15,Climber Plate,1538-25-P-0109,FALSE,TRUE,,TRUE,Aluminum - 6061,0.65 lb,,1,,FALSE,,
6,T Gusset Strong,1538-25-P-0108,FALSE,TRUE,,TRUE,Aluminum - 6061,0.084 lb,,2,,TRUE,,
5,"Tube 1""x1""x5.339""",1538-25-P-0107,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/98a4317ea483da05df5ebda1,FALSE,Aluminum - 6061,0.222 lb,,2,,FALSE,,
4,"Tube 1""x1""x19.027""",1538-25-P-0106,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/aed1ffe892ae246d7818dde7,FALSE,Aluminum - 6061,0.68 lb,,1,,FALSE,,
3,"Tube 1""x1""x8""",1538-25-P-0105,FALSE,TRUE,"0100 - Drive Base | Tube 1""x1""x8""",FALSE,Aluminum - 6061,0.268 lb,,3,,FALSE,1/29/25,
10,Electronics Plate,1538-25-P-0104,FALSE,TRUE,,TRUE,Aluminum - 6061,1.547 lb,,1,,TRUE,,
2,Bumper Drive Rail,1538-25-P-0103,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/7a5bac1dd968ff290d8e93f5,TRUE,Aluminum - 6061,1.024 lb,,2,,TRUE,,
1,Drive Rail,1538-25-P-0102,FALSE,TRUE,https://cad.onshape.com/documents/47faaccfdb6ddc6a8f5e2b56/w/63c2cba495be1523976a6139/e/f3e605a5373c45c1c5375fb7,TRUE,Aluminum - 6061,0.531 lb,,2,,FALSE,,
25,Pneumatic Control Module (PCM),14-806777,,FALSE,,FALSE,- None -,0.138 lb,CTR Electronics,1,,TRUE,,
260,BaneBots_Hub,*InStock,FALSE,TRUE,,FALSE,- None -,No value,,4,,TRUE,,
189,"Spacer (Configurable) 1/2"" Hex 0.5""",*InStock,FALSE,FALSE,,FALSE,3D Printed,0 lb,,1,,TRUE,,
234,Versa Hub,*InStock,FALSE,FALSE,,FALSE,Aluminum - 6061,0.033 lb,,2,,FALSE,,
45,"Spacer (Configurable) 1/2"" Hex 0.5""",*InStock,FALSE,FALSE,,FALSE,Nylon,0 lb,,2,,TRUE,,
46,"Spacer (Configurable) 1/2"" Hex 0.75""",*InStock,FALSE,FALSE,,FALSE,Nylon,0.001 lb,,1,,TRUE,,
47,"Spacer (Configurable) 1/2"" Hex 1""",*InStock,FALSE,FALSE,,FALSE,Nylon,0 lb,,1,,TRUE,,
48,"Spacer (Configurable) 1/2"" Hex 0.25""",*InStock,FALSE,FALSE,,FALSE,Nylon,0 lb,,1,,TRUE,,
196,"Nylon Spacer 0.375"" OD 0.325"" ID 0.5""",*InStock,FALSE,FALSE,,FALSE,Nylon ,0.001 lb,,1,,TRUE,,
118,Nylon Spacer BARB,*InStock,FALSE,FALSE,,FALSE,Nylon ,0.002 lb,,2,,FALSE,,
119,Nylon Spacer BARB,*InStock,FALSE,FALSE,,FALSE,Nylon ,0.001 lb,,2,,FALSE,,
232,112 links #25 chain,*InStock,FALSE,FALSE,https://www.mcmaster.com/6261K171/,FALSE,Roller Chain,0.402 lb,,2,,FALSE,,
93,Socket button head cap screw #10-32 x 1.5,*InStock,FALSE,FALSE,"Button Head Hex Drive Screw, Black-Oxide Alloy Steel, 10-32 Thread, 1-1/2"" Long | McMaster-Carr",FALSE,Stainless Steel,0.014 lb,,4,14,FALSE,,
39,Socket button head cap screw #10-32 x 2.5,*InStock,FALSE,FALSE,"Button Head Hex Drive Screw, Black-Oxide Alloy Steel, 10-32 Thread, 2-1/2"" Long | McMaster-Carr",FALSE,Stainless Steel,0.022 lb,,5,,FALSE,,
54,Socket head cap screw 1/4-20 x 2,*InStock,FALSE,FALSE,https://www.mcmaster.com/91251A550/,FALSE,Stainless Steel,0.034 lb,,6,,FALSE,,
208,Socket countersunk head cap screw #10-32 x 1.75,*InStock,FALSE,TRUE,https://www.mcmaster.com/91253A016/,FALSE,Stainless Steel,0.015 lb,,1,,FALSE,,
113,Barb Body,*Ignore,FALSE,FALSE,,FALSE,Polycarbonate,0.225 lb,,2,,FALSE,,
114,Barb Finger,*Ignore,FALSE,FALSE,,FALSE,Polycarbonate,0.097 lb,,4,,FALSE,,
193,"Spacer (Configurable) 1/2"" Hex 0.464""",*3DP,FALSE,FALSE,,FALSE,3D Printed,0 lb,,1,,FALSE,,
206,IGUS-Tube Connection,*3DP,FALSE,FALSE,,FALSE,ABS,0.032 lb,,1,,FALSE,,
124,GreyT Telescope Hardstop (WCP-0502),* 3DP,FALSE,FALSE,,FALSE,6061-T6 Aluminum,0.022 lb,,2,,FALSE,,
